,Date,Hour,Unit_Consumption,Time,Full_Date,Day_of_Week_Num,Day_of_Week,Weekend,Holiday,AM_PM,Time_of_Day
352,15,16,300,16:00,2023-04-15,5,Saturday,Y,N,PM,Afternoon
353,15,17,250,17:00,2023-04-15,5,Saturday,Y,N,PM,Afternoon
354,15,18,200,18:00,2023-04-15,5,Saturday,Y,N,PM,Night
355,15,19,150,19:00,2023-04-15,5,Saturday,Y,N,PM,Night
356,15,20,100,20:00,2023-04-15,5,Saturday,Y,N,PM,Night
357,15,21,150,21:00,2023-04-15,5,Saturday,Y,N,PM,Night
358,15,22,100,22:00,2023-04-15,5,Saturday,Y,N,PM,Night
359,15,23,150,23:00,2023-04-15,5,Saturday,Y,N,PM,Night
360,16,0,50,0:00,2023-04-16,6,Sunday,Y,N,AM,Late_Night
361,16,1,100,1:00,2023-04-16,6,Sunday,Y,N,AM,Late_Night
362,16,2,100,2:00,2023-04-16,6,Sunday,Y,N,AM,Late_Night
363,16,3,100,3:00,2023-04-16,6,Sunday,Y,N,AM,Late_Night
364,16,4,50,4:00,2023-04-16,6,Sunday,Y,N,AM,Late_Night
365,16,5,50,5:00,2023-04-16,6,Sunday,Y,N,AM,Late_Night
366,16,6,50,6:00,2023-04-16,6,Sunday,Y,N,AM,Morning
367,16,7,100,7:00,2023-04-16,6,Sunday,Y,N,AM,Morning
368,16,8,250,8:00,2023-04-16,6,Sunday,Y,N,AM,Morning
369,16,9,150,9:00,2023-04-16,6,Sunday,Y,N,AM,Morning
370,16,10,200,10:00,2023-04-16,6,Sunday,Y,N,AM,Morning
371,16,11,200,11:00,2023-04-16,6,Sunday,Y,N,AM,Morning
372,16,12,250,12:00,2023-04-16,6,Sunday,Y,N,PM,Afternoon
373,16,13,200,13:00,2023-04-16,6,Sunday,Y,N,PM,Afternoon
374,16,14,150,14:00,2023-04-16,6,Sunday,Y,N,PM,Afternoon
375,16,15,300,15:00,2023-04-16,6,Sunday,Y,N,PM,Afternoon
376,16,16,200,16:00,2023-04-16,6,Sunday,Y,N,PM,Afternoon
377,16,17,250,17:00,2023-04-16,6,Sunday,Y,N,PM,Afternoon
378,16,18,300,18:00,2023-04-16,6,Sunday,Y,N,PM,Night
379,16,19,200,19:00,2023-04-16,6,Sunday,Y,N,PM,Night
380,16,20,350,20:00,2023-04-16,6,Sunday,Y,N,PM,Night
381,16,21,200,21:00,2023-04-16,6,Sunday,Y,N,PM,Night
382,16,22,200,22:00,2023-04-16,6,Sunday,Y,N,PM,Night
383,16,23,100,23:00,2023-04-16,6,Sunday,Y,N,PM,Night
384,17,0,150,0:00,2023-04-17,0,Monday,N,N,AM,Late_Night
385,17,1,50,1:00,2023-04-17,0,Monday,N,N,AM,Late_Night
386,17,2,50,2:00,2023-04-17,0,Monday,N,N,AM,Late_Night
387,17,3,50,3:00,2023-04-17,0,Monday,N,N,AM,Late_Night
388,17,4,50,4:00,2023-04-17,0,Monday,N,N,AM,Late_Night
389,17,5,50,5:00,2023-04-17,0,Monday,N,N,AM,Late_Night
390,17,6,100,6:00,2023-04-17,0,Monday,N,N,AM,Morning
391,17,7,250,7:00,2023-04-17,0,Monday,N,N,AM,Morning
392,17,8,50,8:00,2023-04-17,0,Monday,N,N,AM,Morning
393,17,9,200,9:00,2023-04-17,0,Monday,N,N,AM,Morning
394,17,10,150,10:00,2023-04-17,0,Monday,N,N,AM,Morning
395,17,11,150,11:00,2023-04-17,0,Monday,N,N,AM,Morning
396,17,12,100,12:00,2023-04-17,0,Monday,N,N,PM,Afternoon
397,17,13,150,13:00,2023-04-17,0,Monday,N,N,PM,Afternoon
398,17,14,100,14:00,2023-04-17,0,Monday,N,N,PM,Afternoon
399,17,15,100,15:00,2023-04-17,0,Monday,N,N,PM,Afternoon
400,17,16,100,16:00,2023-04-17,0,Monday,N,N,PM,Afternoon
401,17,17,200,17:00,2023-04-17,0,Monday,N,N,PM,Afternoon
402,17,18,150,18:00,2023-04-17,0,Monday,N,N,PM,Night
403,17,19,200,19:00,2023-04-17,0,Monday,N,N,PM,Night
404,17,20,50,20:00,2023-04-17,0,Monday,N,N,PM,Night
405,17,21,250,21:00,2023-04-17,0,Monday,N,N,PM,Night
406,17,22,100,22:00,2023-04-17,0,Monday,N,N,PM,Night
407,17,23,150,23:00,2023-04-17,0,Monday,N,N,PM,Night
408,18,0,150,0:00,2023-04-18,1,Tuesday,N,N,AM,Late_Night
409,18,1,50,1:00,2023-04-18,1,Tuesday,N,N,AM,Late_Night
410,18,2,50,2:00,2023-04-18,1,Tuesday,N,N,AM,Late_Night
411,18,3,0,3:00,2023-04-18,1,Tuesday,N,N,AM,Late_Night
412,18,4,50,4:00,2023-04-18,1,Tuesday,N,N,AM,Late_Night
413,18,5,50,5:00,2023-04-18,1,Tuesday,N,N,AM,Late_Night
414,18,6,100,6:00,2023-04-18,1,Tuesday,N,N,AM,Morning
415,18,7,150,7:00,2023-04-18,1,Tuesday,N,N,AM,Morning
416,18,8,100,8:00,2023-04-18,1,Tuesday,N,N,AM,Morning
417,18,9,100,9:00,2023-04-18,1,Tuesday,N,N,AM,Morning
418,18,10,250,10:00,2023-04-18,1,Tuesday,N,N,AM,Morning
419,18,11,100,11:00,2023-04-18,1,Tuesday,N,N,AM,Morning
420,18,12,150,12:00,2023-04-18,1,Tuesday,N,N,PM,Afternoon
421,18,13,150,13:00,2023-04-18,1,Tuesday,N,N,PM,Afternoon
422,18,14,100,14:00,2023-04-18,1,Tuesday,N,N,PM,Afternoon
423,18,15,150,15:00,2023-04-18,1,Tuesday,N,N,PM,Afternoon
424,18,16,100,16:00,2023-04-18,1,Tuesday,N,N,PM,Afternoon
425,18,17,200,17:00,2023-04-18,1,Tuesday,N,N,PM,Afternoon
426,18,18,150,18:00,2023-04-18,1,Tuesday,N,N,PM,Night
427,18,19,100,19:00,2023-04-18,1,Tuesday,N,N,PM,Night
428,18,20,300,20:00,2023-04-18,1,Tuesday,N,N,PM,Night
429,18,21,100,21:00,2023-04-18,1,Tuesday,N,N,PM,Night
430,18,22,100,22:00,2023-04-18,1,Tuesday,N,N,PM,Night
431,18,23,100,23:00,2023-04-18,1,Tuesday,N,N,PM,Night
432,19,0,50,0:00,2023-04-19,2,Wednesday,N,N,AM,Late_Night
433,19,1,50,1:00,2023-04-19,2,Wednesday,N,N,AM,Late_Night
434,19,2,50,2:00,2023-04-19,2,Wednesday,N,N,AM,Late_Night
435,19,3,50,3:00,2023-04-19,2,Wednesday,N,N,AM,Late_Night
436,19,4,0,4:00,2023-04-19,2,Wednesday,N,N,AM,Late_Night
437,19,5,50,5:00,2023-04-19,2,Wednesday,N,N,AM,Late_Night
438,19,6,50,6:00,2023-04-19,2,Wednesday,N,N,AM,Morning
439,19,7,50,7:00,2023-04-19,2,Wednesday,N,N,AM,Morning
440,19,8,100,8:00,2023-04-19,2,Wednesday,N,N,AM,Morning
441,19,9,100,9:00,2023-04-19,2,Wednesday,N,N,AM,Morning
442,19,10,200,10:00,2023-04-19,2,Wednesday,N,N,AM,Morning
443,19,11,300,11:00,2023-04-19,2,Wednesday,N,N,AM,Morning
444,19,12,50,12:00,2023-04-19,2,Wednesday,N,N,PM,Afternoon
445,19,13,200,13:00,2023-04-19,2,Wednesday,N,N,PM,Afternoon
446,19,14,150,14:00,2023-04-19,2,Wednesday,N,N,PM,Afternoon
447,19,15,300,15:00,2023-04-19,2,Wednesday,N,N,PM,Afternoon
448,19,16,200,16:00,2023-04-19,2,Wednesday,N,N,PM,Afternoon
449,19,17,100,17:00,2023-04-19,2,Wednesday,N,N,PM,Afternoon
450,19,18,150,18:00,2023-04-19,2,Wednesday,N,N,PM,Night
451,19,19,200,19:00,2023-04-19,2,Wednesday,N,N,PM,Night
452,19,20,150,20:00,2023-04-19,2,Wednesday,N,N,PM,Night
453,19,21,100,21:00,2023-04-19,2,Wednesday,N,N,PM,Night
454,19,22,50,22:00,2023-04-19,2,Wednesday,N,N,PM,Night
455,19,23,250,23:00,2023-04-19,2,Wednesday,N,N,PM,Night
456,20,0,250,0:00,2023-04-20,3,Thursday,N,N,AM,Late_Night
457,20,1,50,1:00,2023-04-20,3,Thursday,N,N,AM,Late_Night
458,20,2,50,2:00,2023-04-20,3,Thursday,N,N,AM,Late_Night
459,20,3,100,3:00,2023-04-20,3,Thursday,N,N,AM,Late_Night
460,20,4,0,4:00,2023-04-20,3,Thursday,N,N,AM,Late_Night
461,20,5,50,5:00,2023-04-20,3,Thursday,N,N,AM,Late_Night
462,20,6,100,6:00,2023-04-20,3,Thursday,N,N,AM,Morning
463,20,7,100,7:00,2023-04-20,3,Thursday,N,N,AM,Morning
464,20,8,250,8:00,2023-04-20,3,Thursday,N,N,AM,Morning
465,20,9,150,9:00,2023-04-20,3,Thursday,N,N,AM,Morning
466,20,10,250,10:00,2023-04-20,3,Thursday,N,N,AM,Morning
467,20,11,300,11:00,2023-04-20,3,Thursday,N,N,AM,Morning
468,20,12,200,12:00,2023-04-20,3,Thursday,N,N,PM,Afternoon
469,20,13,150,13:00,2023-04-20,3,Thursday,N,N,PM,Afternoon
470,20,14,100,14:00,2023-04-20,3,Thursday,N,N,PM,Afternoon
471,20,15,150,15:00,2023-04-20,3,Thursday,N,N,PM,Afternoon
472,20,16,200,16:00,2023-04-20,3,Thursday,N,N,PM,Afternoon
473,20,17,400,17:00,2023-04-20,3,Thursday,N,N,PM,Afternoon
474,20,18,200,18:00,2023-04-20,3,Thursday,N,N,PM,Night
475,20,19,200,19:00,2023-04-20,3,Thursday,N,N,PM,Night
476,20,20,200,20:00,2023-04-20,3,Thursday,N,N,PM,Night
477,20,21,200,21:00,2023-04-20,3,Thursday,N,N,PM,Night
478,20,22,250,22:00,2023-04-20,3,Thursday,N,N,PM,Night
479,20,23,150,23:00,2023-04-20,3,Thursday,N,N,PM,Night
480,21,0,150,0:00,2023-04-21,4,Friday,N,N,AM,Late_Night
481,21,1,50,1:00,2023-04-21,4,Friday,N,N,AM,Late_Night
482,21,2,50,2:00,2023-04-21,4,Friday,N,N,AM,Late_Night
483,21,3,50,3:00,2023-04-21,4,Friday,N,N,AM,Late_Night
484,21,4,50,4:00,2023-04-21,4,Friday,N,N,AM,Late_Night
485,21,5,100,5:00,2023-04-21,4,Friday,N,N,AM,Late_Night
486,21,6,50,6:00,2023-04-21,4,Friday,N,N,AM,Morning
487,21,7,150,7:00,2023-04-21,4,Friday,N,N,AM,Morning
488,21,8,100,8:00,2023-04-21,4,Friday,N,N,AM,Morning
489,21,9,200,9:00,2023-04-21,4,Friday,N,N,AM,Morning
490,21,10,200,10:00,2023-04-21,4,Friday,N,N,AM,Morning
491,21,11,100,11:00,2023-04-21,4,Friday,N,N,AM,Morning
492,21,12,300,12:00,2023-04-21,4,Friday,N,N,PM,Afternoon
493,21,13,200,13:00,2023-04-21,4,Friday,N,N,PM,Afternoon
494,21,14,50,14:00,2023-04-21,4,Friday,N,N,PM,Afternoon
495,21,15,50,15:00,2023-04-21,4,Friday,N,N,PM,Afternoon
496,21,16,200,16:00,2023-04-21,4,Friday,N,N,PM,Afternoon
497,21,17,450,17:00,2023-04-21,4,Friday,N,N,PM,Afternoon
498,21,18,300,18:00,2023-04-21,4,Friday,N,N,PM,Night
499,21,19,350,19:00,2023-04-21,4,Friday,N,N,PM,Night
500,21,20,250,20:00,2023-04-21,4,Friday,N,N,PM,Night
501,21,21,200,21:00,2023-04-21,4,Friday,N,N,PM,Night
502,21,22,350,22:00,2023-04-21,4,Friday,N,N,PM,Night
503,21,23,100,23:00,2023-04-21,4,Friday,N,N,PM,Night
504,22,0,50,0:00,2023-04-22,5,Saturday,Y,Y,AM,Late_Night
505,22,1,50,1:00,2023-04-22,5,Saturday,Y,Y,AM,Late_Night
506,22,2,50,2:00,2023-04-22,5,Saturday,Y,Y,AM,Late_Night
507,22,3,350,3:00,2023-04-22,5,Saturday,Y,Y,AM,Late_Night
508,22,4,100,4:00,2023-04-22,5,Saturday,Y,Y,AM,Late_Night
509,22,5,0,5:00,2023-04-22,5,Saturday,Y,Y,AM,Late_Night
510,22,6,100,6:00,2023-04-22,5,Saturday,Y,Y,AM,Morning
511,22,7,150,7:00,2023-04-22,5,Saturday,Y,Y,AM,Morning
512,22,8,300,8:00,2023-04-22,5,Saturday,Y,Y,AM,Morning
513,22,9,100,9:00,2023-04-22,5,Saturday,Y,Y,AM,Morning
514,22,10,250,10:00,2023-04-22,5,Saturday,Y,Y,AM,Morning
515,22,11,250,11:00,2023-04-22,5,Saturday,Y,Y,AM,Morning
516,22,12,200,12:00,2023-04-22,5,Saturday,Y,Y,PM,Afternoon
517,22,13,250,13:00,2023-04-22,5,Saturday,Y,Y,PM,Afternoon
518,22,14,350,14:00,2023-04-22,5,Saturday,Y,Y,PM,Afternoon
519,22,15,50,15:00,2023-04-22,5,Saturday,Y,Y,PM,Afternoon
520,22,16,250,16:00,2023-04-22,5,Saturday,Y,Y,PM,Afternoon
521,22,17,200,17:00,2023-04-22,5,Saturday,Y,Y,PM,Afternoon
522,22,18,200,18:00,2023-04-22,5,Saturday,Y,Y,PM,Night
523,22,19,200,19:00,2023-04-22,5,Saturday,Y,Y,PM,Night
524,22,20,300,20:00,2023-04-22,5,Saturday,Y,Y,PM,Night
525,22,21,100,21:00,2023-04-22,5,Saturday,Y,Y,PM,Night
526,22,22,150,22:00,2023-04-22,5,Saturday,Y,Y,PM,Night
527,22,23,100,23:00,2023-04-22,5,Saturday,Y,Y,PM,Night
528,23,0,50,0:00,2023-04-23,6,Sunday,Y,N,AM,Late_Night
529,23,1,50,1:00,2023-04-23,6,Sunday,Y,N,AM,Late_Night
530,23,2,50,2:00,2023-04-23,6,Sunday,Y,N,AM,Late_Night
531,23,3,50,3:00,2023-04-23,6,Sunday,Y,N,AM,Late_Night
532,23,4,50,4:00,2023-04-23,6,Sunday,Y,N,AM,Late_Night
533,23,5,50,5:00,2023-04-23,6,Sunday,Y,N,AM,Late_Night
534,23,6,50,6:00,2023-04-23,6,Sunday,Y,N,AM,Morning
535,23,7,100,7:00,2023-04-23,6,Sunday,Y,N,AM,Morning
536,23,8,100,8:00,2023-04-23,6,Sunday,Y,N,AM,Morning
537,23,9,150,9:00,2023-04-23,6,Sunday,Y,N,AM,Morning
538,23,10,200,10:00,2023-04-23,6,Sunday,Y,N,AM,Morning
539,23,11,200,11:00,2023-04-23,6,Sunday,Y,N,AM,Morning
540,23,12,300,12:00,2023-04-23,6,Sunday,Y,N,PM,Afternoon
541,23,13,200,13:00,2023-04-23,6,Sunday,Y,N,PM,Afternoon
542,23,14,200,14:00,2023-04-23,6,Sunday,Y,N,PM,Afternoon
543,23,15,300,15:00,2023-04-23,6,Sunday,Y,N,PM,Afternoon
544,23,16,350,16:00,2023-04-23,6,Sunday,Y,N,PM,Afternoon
545,23,17,400,17:00,2023-04-23,6,Sunday,Y,N,PM,Afternoon
546,23,18,450,18:00,2023-04-23,6,Sunday,Y,N,PM,Night
547,23,19,250,19:00,2023-04-23,6,Sunday,Y,N,PM,Night
548,23,20,250,20:00,2023-04-23,6,Sunday,Y,N,PM,Night
549,23,21,100,21:00,2023-04-23,6,Sunday,Y,N,PM,Night
550,23,22,100,22:00,2023-04-23,6,Sunday,Y,N,PM,Night
551,23,23,150,23:00,2023-04-23,6,Sunday,Y,N,PM,Night
552,24,0,200,0:00,2023-04-24,0,Monday,N,N,AM,Late_Night
553,24,1,50,1:00,2023-04-24,0,Monday,N,N,AM,Late_Night
554,24,2,50,2:00,2023-04-24,0,Monday,N,N,AM,Late_Night
555,24,3,50,3:00,2023-04-24,0,Monday,N,N,AM,Late_Night
556,24,4,100,4:00,2023-04-24,0,Monday,N,N,AM,Late_Night
557,24,5,50,5:00,2023-04-24,0,Monday,N,N,AM,Late_Night
558,24,6,250,6:00,2023-04-24,0,Monday,N,N,AM,Morning
559,24,7,200,7:00,2023-04-24,0,Monday,N,N,AM,Morning
560,24,8,300,8:00,2023-04-24,0,Monday,N,N,AM,Morning
561,24,9,200,9:00,2023-04-24,0,Monday,N,N,AM,Morning
562,24,10,100,10:00,2023-04-24,0,Monday,N,N,AM,Morning
563,24,11,200,11:00,2023-04-24,0,Monday,N,N,AM,Morning
564,24,12,200,12:00,2023-04-24,0,Monday,N,N,PM,Afternoon
565,24,13,200,13:00,2023-04-24,0,Monday,N,N,PM,Afternoon
566,24,14,100,14:00,2023-04-24,0,Monday,N,N,PM,Afternoon
567,24,15,200,15:00,2023-04-24,0,Monday,N,N,PM,Afternoon
568,24,16,200,16:00,2023-04-24,0,Monday,N,N,PM,Afternoon
569,24,17,300,17:00,2023-04-24,0,Monday,N,N,PM,Afternoon
570,24,18,200,18:00,2023-04-24,0,Monday,N,N,PM,Night
571,24,19,100,19:00,2023-04-24,0,Monday,N,N,PM,Night
572,24,20,150,20:00,2023-04-24,0,Monday,N,N,PM,Night
573,24,21,150,21:00,2023-04-24,0,Monday,N,N,PM,Night
574,24,22,200,22:00,2023-04-24,0,Monday,N,N,PM,Night
575,24,23,100,23:00,2023-04-24,0,Monday,N,N,PM,Night
576,25,0,100,0:00,2023-04-25,1,Tuesday,N,N,AM,Late_Night
577,25,1,150,1:00,2023-04-25,1,Tuesday,N,N,AM,Late_Night
578,25,2,50,2:00,2023-04-25,1,Tuesday,N,N,AM,Late_Night
579,25,3,100,3:00,2023-04-25,1,Tuesday,N,N,AM,Late_Night
580,25,4,50,4:00,2023-04-25,1,Tuesday,N,N,AM,Late_Night
581,25,5,50,5:00,2023-04-25,1,Tuesday,N,N,AM,Late_Night
582,25,6,50,6:00,2023-04-25,1,Tuesday,N,N,AM,Morning
583,25,7,100,7:00,2023-04-25,1,Tuesday,N,N,AM,Morning
584,25,8,100,8:00,2023-04-25,1,Tuesday,N,N,AM,Morning
585,25,9,100,9:00,2023-04-25,1,Tuesday,N,N,AM,Morning
586,25,10,150,10:00,2023-04-25,1,Tuesday,N,N,AM,Morning
587,25,11,200,11:00,2023-04-25,1,Tuesday,N,N,AM,Morning
588,25,12,150,12:00,2023-04-25,1,Tuesday,N,N,PM,Afternoon
589,25,13,50,13:00,2023-04-25,1,Tuesday,N,N,PM,Afternoon
590,25,14,150,14:00,2023-04-25,1,Tuesday,N,N,PM,Afternoon
591,25,15,100,15:00,2023-04-25,1,Tuesday,N,N,PM,Afternoon
592,25,16,100,16:00,2023-04-25,1,Tuesday,N,N,PM,Afternoon
593,25,17,150,17:00,2023-04-25,1,Tuesday,N,N,PM,Afternoon
594,25,18,150,18:00,2023-04-25,1,Tuesday,N,N,PM,Night
595,25,19,150,19:00,2023-04-25,1,Tuesday,N,N,PM,Night
596,25,20,150,20:00,2023-04-25,1,Tuesday,N,N,PM,Night
597,25,21,250,21:00,2023-04-25,1,Tuesday,N,N,PM,Night
598,25,22,250,22:00,2023-04-25,1,Tuesday,N,N,PM,Night
599,25,23,150,23:00,2023-04-25,1,Tuesday,N,N,PM,Night
600,26,0,50,0:00,2023-04-26,2,Wednesday,N,N,AM,Late_Night
601,26,1,100,1:00,2023-04-26,2,Wednesday,N,N,AM,Late_Night
602,26,2,50,2:00,2023-04-26,2,Wednesday,N,N,AM,Late_Night
603,26,3,50,3:00,2023-04-26,2,Wednesday,N,N,AM,Late_Night
604,26,4,50,4:00,2023-04-26,2,Wednesday,N,N,AM,Late_Night
605,26,5,50,5:00,2023-04-26,2,Wednesday,N,N,AM,Late_Night
606,26,6,150,6:00,2023-04-26,2,Wednesday,N,N,AM,Morning
607,26,7,50,7:00,2023-04-26,2,Wednesday,N,N,AM,Morning
608,26,8,100,8:00,2023-04-26,2,Wednesday,N,N,AM,Morning
609,26,9,100,9:00,2023-04-26,2,Wednesday,N,N,AM,Morning
610,26,10,100,10:00,2023-04-26,2,Wednesday,N,N,AM,Morning
611,26,11,400,11:00,2023-04-26,2,Wednesday,N,N,AM,Morning
612,26,12,250,12:00,2023-04-26,2,Wednesday,N,N,PM,Afternoon
613,26,13,150,13:00,2023-04-26,2,Wednesday,N,N,PM,Afternoon
614,26,14,200,14:00,2023-04-26,2,Wednesday,N,N,PM,Afternoon
615,26,15,150,15:00,2023-04-26,2,Wednesday,N,N,PM,Afternoon
616,26,16,200,16:00,2023-04-26,2,Wednesday,N,N,PM,Afternoon
617,26,17,500,17:00,2023-04-26,2,Wednesday,N,N,PM,Afternoon
618,26,18,150,18:00,2023-04-26,2,Wednesday,N,N,PM,Night
619,26,19,200,19:00,2023-04-26,2,Wednesday,N,N,PM,Night
620,26,20,100,20:00,2023-04-26,2,Wednesday,N,N,PM,Night
621,26,21,250,21:00,2023-04-26,2,Wednesday,N,N,PM,Night
622,26,22,250,22:00,2023-04-26,2,Wednesday,N,N,PM,Night
623,26,23,100,23:00,2023-04-26,2,Wednesday,N,N,PM,Night
624,27,0,50,0:00,2023-04-27,3,Thursday,N,N,AM,Late_Night
625,27,1,250,1:00,2023-04-27,3,Thursday,N,N,AM,Late_Night
626,27,2,50,2:00,2023-04-27,3,Thursday,N,N,AM,Late_Night
627,27,3,50,3:00,2023-04-27,3,Thursday,N,N,AM,Late_Night
628,27,4,50,4:00,2023-04-27,3,Thursday,N,N,AM,Late_Night
629,27,5,50,5:00,2023-04-27,3,Thursday,N,N,AM,Late_Night
630,27,6,50,6:00,2023-04-27,3,Thursday,N,N,AM,Morning
631,27,7,100,7:00,2023-04-27,3,Thursday,N,N,AM,Morning
632,27,8,200,8:00,2023-04-27,3,Thursday,N,N,AM,Morning
633,27,9,250,9:00,2023-04-27,3,Thursday,N,N,AM,Morning
634,27,10,100,10:00,2023-04-27,3,Thursday,N,N,AM,Morning
635,27,11,200,11:00,2023-04-27,3,Thursday,N,N,AM,Morning
636,27,12,250,12:00,2023-04-27,3,Thursday,N,N,PM,Afternoon
637,27,13,200,13:00,2023-04-27,3,Thursday,N,N,PM,Afternoon
638,27,14,250,14:00,2023-04-27,3,Thursday,N,N,PM,Afternoon
639,27,15,250,15:00,2023-04-27,3,Thursday,N,N,PM,Afternoon
640,27,16,100,16:00,2023-04-27,3,Thursday,N,N,PM,Afternoon
641,27,17,100,17:00,2023-04-27,3,Thursday,N,N,PM,Afternoon
642,27,18,150,18:00,2023-04-27,3,Thursday,N,N,PM,Night
643,27,19,100,19:00,2023-04-27,3,Thursday,N,N,PM,Night
644,27,20,350,20:00,2023-04-27,3,Thursday,N,N,PM,Night
645,27,21,100,21:00,2023-04-27,3,Thursday,N,N,PM,Night
646,27,22,100,22:00,2023-04-27,3,Thursday,N,N,PM,Night
647,27,23,150,23:00,2023-04-27,3,Thursday,N,N,PM,Night
648,28,0,0,0:00,2023-04-28,4,Friday,N,N,AM,Late_Night
649,28,1,100,1:00,2023-04-28,4,Friday,N,N,AM,Late_Night
650,28,2,50,2:00,2023-04-28,4,Friday,N,N,AM,Late_Night
651,28,3,50,3:00,2023-04-28,4,Friday,N,N,AM,Late_Night
652,28,4,50,4:00,2023-04-28,4,Friday,N,N,AM,Late_Night
653,28,5,50,5:00,2023-04-28,4,Friday,N,N,AM,Late_Night
654,28,6,100,6:00,2023-04-28,4,Friday,N,N,AM,Morning
655,28,7,150,7:00,2023-04-28,4,Friday,N,N,AM,Morning
656,28,8,150,8:00,2023-04-28,4,Friday,N,N,AM,Morning
657,28,9,100,9:00,2023-04-28,4,Friday,N,N,AM,Morning
658,28,10,100,10:00,2023-04-28,4,Friday,N,N,AM,Morning
659,28,11,200,11:00,2023-04-28,4,Friday,N,N,AM,Morning
660,28,12,400,12:00,2023-04-28,4,Friday,N,N,PM,Afternoon
661,28,13,200,13:00,2023-04-28,4,Friday,N,N,PM,Afternoon
662,28,14,200,14:00,2023-04-28,4,Friday,N,N,PM,Afternoon
663,28,15,150,15:00,2023-04-28,4,Friday,N,N,PM,Afternoon
664,28,16,300,16:00,2023-04-28,4,Friday,N,N,PM,Afternoon
665,28,17,300,17:00,2023-04-28,4,Friday,N,N,PM,Afternoon
666,28,18,300,18:00,2023-04-28,4,Friday,N,N,PM,Night
667,28,19,300,19:00,2023-04-28,4,Friday,N,N,PM,Night
668,28,20,400,20:00,2023-04-28,4,Friday,N,N,PM,Night
669,28,21,300,21:00,2023-04-28,4,Friday,N,N,PM,Night
670,28,22,100,22:00,2023-04-28,4,Friday,N,N,PM,Night
671,28,23,200,23:00,2023-04-28,4,Friday,N,N,PM,Night
672,29,0,100,0:00,2023-04-29,5,Saturday,Y,Y,AM,Late_Night
673,29,1,150,1:00,2023-04-29,5,Saturday,Y,Y,AM,Late_Night
674,29,2,50,2:00,2023-04-29,5,Saturday,Y,Y,AM,Late_Night
675,29,3,300,3:00,2023-04-29,5,Saturday,Y,Y,AM,Late_Night
676,29,4,50,4:00,2023-04-29,5,Saturday,Y,Y,AM,Late_Night
677,29,5,50,5:00,2023-04-29,5,Saturday,Y,Y,AM,Late_Night
678,29,6,50,6:00,2023-04-29,5,Saturday,Y,Y,AM,Morning
679,29,7,100,7:00,2023-04-29,5,Saturday,Y,Y,AM,Morning
680,29,8,150,8:00,2023-04-29,5,Saturday,Y,Y,AM,Morning
681,29,9,200,9:00,2023-04-29,5,Saturday,Y,Y,AM,Morning
682,29,10,300,10:00,2023-04-29,5,Saturday,Y,Y,AM,Morning
683,29,11,500,11:00,2023-04-29,5,Saturday,Y,Y,AM,Morning
684,29,12,200,12:00,2023-04-29,5,Saturday,Y,Y,PM,Afternoon
685,29,13,200,13:00,2023-04-29,5,Saturday,Y,Y,PM,Afternoon
686,29,14,150,14:00,2023-04-29,5,Saturday,Y,Y,PM,Afternoon
687,29,15,250,15:00,2023-04-29,5,Saturday,Y,Y,PM,Afternoon
688,29,16,250,16:00,2023-04-29,5,Saturday,Y,Y,PM,Afternoon
689,29,17,200,17:00,2023-04-29,5,Saturday,Y,Y,PM,Afternoon
690,29,18,100,18:00,2023-04-29,5,Saturday,Y,Y,PM,Night
691,29,19,200,19:00,2023-04-29,5,Saturday,Y,Y,PM,Night
692,29,20,150,20:00,2023-04-29,5,Saturday,Y,Y,PM,Night
693,29,21,200,21:00,2023-04-29,5,Saturday,Y,Y,PM,Night
694,29,22,250,22:00,2023-04-29,5,Saturday,Y,Y,PM,Night
695,29,23,200,23:00,2023-04-29,5,Saturday,Y,Y,PM,Night
696,30,0,200,0:00,2023-04-30,6,Sunday,Y,N,AM,Late_Night
697,30,1,50,1:00,2023-04-30,6,Sunday,Y,N,AM,Late_Night
698,30,2,50,2:00,2023-04-30,6,Sunday,Y,N,AM,Late_Night
699,30,3,100,3:00,2023-04-30,6,Sunday,Y,N,AM,Late_Night
700,30,4,50,4:00,2023-04-30,6,Sunday,Y,N,AM,Late_Night
701,30,5,50,5:00,2023-04-30,6,Sunday,Y,N,AM,Late_Night
702,30,6,100,6:00,2023-04-30,6,Sunday,Y,N,AM,Morning
703,30,7,250,7:00,2023-04-30,6,Sunday,Y,N,AM,Morning
704,30,8,250,8:00,2023-04-30,6,Sunday,Y,N,AM,Morning
705,30,9,250,9:00,2023-04-30,6,Sunday,Y,N,AM,Morning
706,30,10,200,10:00,2023-04-30,6,Sunday,Y,N,AM,Morning
707,30,11,250,11:00,2023-04-30,6,Sunday,Y,N,AM,Morning
708,30,12,300,12:00,2023-04-30,6,Sunday,Y,N,PM,Afternoon
709,30,13,200,13:00,2023-04-30,6,Sunday,Y,N,PM,Afternoon
710,30,14,300,14:00,2023-04-30,6,Sunday,Y,N,PM,Afternoon
711,30,15,150,15:00,2023-04-30,6,Sunday,Y,N,PM,Afternoon
712,30,16,200,16:00,2023-04-30,6,Sunday,Y,N,PM,Afternoon
713,30,17,200,17:00,2023-04-30,6,Sunday,Y,N,PM,Afternoon
714,30,18,150,18:00,2023-04-30,6,Sunday,Y,N,PM,Night
715,30,19,200,19:00,2023-04-30,6,Sunday,Y,N,PM,Night
